Student_ID,Student_Name,Gender,Placed,GATE_Score,Salary,Should_Do_Masters
S1724,Nikhil,Male,No,Poor,1433009,Yes
S1725,Simran,Female,No,Average,373704,Yes
S1726,Neha,Female,No,Average,831149,Yes
S1727,Kiara,Male,No,Good,538366,No
S1728,Raj,Male,Yes,Good,624058,No
S1729,Vishal,Male,No,Poor,1412464,Yes
S1730,Nikhil,Male,No,Poor,1165718,No
S1731,Raj,Female,No,Average,885581,No
S1732,Aman,Female,No,Good,513596,Yes
S1733,Aryan,Female,Yes,Poor,368515,No
S1734,Kunal,Female,Yes,Poor,716740,No
S1735,Harsh,Male,Yes,Poor,569209,No
S1736,Aryan,Male,Yes,Average,1241208,Yes
S1737,Shreya,Female,Yes,Good,488929,Yes
S1738,Kunal,Female,Yes,Poor,1485270,No
S1739,Harsh,Female,No,Good,1170229,No
S1740,Nikhil,Female,Yes,Poor,541540,No
S1741,Aryan,Female,Yes,Poor,1317507,No
S1742,Soham,Female,No,Good,1312211,No
S1743,Soham,Female,Yes,Good,546476,No
S1744,Rahul,Female,No,Good,1329237,Yes
S1745,Shreya,Female,No,Average,1296836,No
S1746,Simran,Male,Yes,Poor,725910,No
S1747,Aman,Female,No,Average,322995,Yes
S1748,Rahul,Male,Yes,Good,1178752,No
S1749,Ananya,Male,Yes,Poor,741168,No
S1750,Diya,Female,No,Average,1340532,No
S1751,Diya,Female,No,Poor,989197,No
S1752,Tina,Male,Yes,Average,1419375,Yes
S1753,Neha,Male,No,Good,799471,No
S1754,Diya,Female,No,Average,1055027,Yes
S1755,Vishal,Male,Yes,Poor,1385852,No
S1756,Rahul,Female,Yes,Poor,616759,No
S1757,Ananya,Female,No,Poor,789858,Yes
S1758,Priya,Female,Yes,Poor,310514,No
S1759,Neha,Male,Yes,Good,347456,Yes
S1760,Simran,Male,Yes,Average,307233,Yes
S1761,Shreya,Female,Yes,Good,1414709,Yes
S1762,Manav,Male,Yes,Good,1133147,No
S1763,Neha,Male,Yes,Good,1196977,No
S1764,Priya,Male,Yes,Poor,928373,No
S1765,Manav,Male,No,Poor,933389,No
S1766,Harsh,Male,Yes,Poor,1457260,Yes
S1767,Shreya,Male,No,Average,919225,No
S1768,Isha,Male,No,Poor,1287886,No
S1769,Harsh,Female,No,Average,427602,Yes
S1770,Aman,Male,Yes,Poor,1112002,Yes
S1771,Priya,Male,Yes,Poor,493691,No
S1772,Simran,Male,No,Good,578187,Yes
S1773,Diya,Male,Yes,Good,532362,Yes
S1774,Kiara,Male,No,Good,497008,Yes
S1775,Shreya,Male,Yes,Average,581383,Yes
S1776,Aman,Male,Yes,Average,1490064,Yes
S1777,Raj,Male,No,Poor,1168408,No
S1778,Aman,Female,No,Average,848694,No
S1779,Priya,Male,No,Poor,795288,No
S1780,Harsh,Male,Yes,Average,779969,No
S1781,Harsh,Male,No,Average,509097,No
S1782,Isha,Male,Yes,Average,694569,No
S1783,Aman,Female,Yes,Good,982346,No
S1784,Nikhil,Female,Yes,Average,1304411,Yes
S1785,Harsh,Female,No,Good,1322405,No
S1786,Isha,Female,No,Good,1101123,No
S1787,Raj,Female,No,Average,500919,No
S1788,Nikhil,Female,Yes,Poor,1134507,Yes
S1789,Neha,Female,Yes,Poor,1359370,No
S1790,Diya,Female,No,Poor,499542,No
S1791,Isha,Female,Yes,Average,1390284,Yes
S1792,Priya,Female,Yes,Poor,1193061,No
S1793,Diya,Female,No,Good,947601,No
S1794,Harsh,Female,No,Poor,1107784,Yes
S1795,Rahul,Female,No,Average,1060956,No
S1796,Ananya,Female,Yes,Poor,1306425,Yes
S1797,Priya,Female,Yes,Good,1131431,No
S1798,Tina,Female,Yes,Average,463543,No
S1799,Isha,Male,Yes,Poor,671557,No
S1800,Kiara,Female,Yes,Average,799964,Yes
S1801,Neha,Male,No,Average,354213,Yes
S1802,Soham,Female,Yes,Average,1200341,Yes
S1803,Raj,Female,Yes,Poor,1099458,No
S1804,Isha,Male,Yes,Average,647328,No
S1805,Aman,Female,No,Poor,305435,Yes
S1806,Kunal,Male,No,Good,439565,Yes
S1807,Shreya,Male,No,Poor,1145753,No
S1808,Tina,Male,Yes,Good,1220267,No
S1809,Kunal,Female,No,Poor,331498,No
S1810,Raj,Female,No,Average,1187977,No
S1811,Kunal,Female,No,Poor,860113,Yes
S1812,Soham,Male,Yes,Average,829862,No
S1813,Tina,Male,No,Good,1219091,No
S1814,Tina,Female,Yes,Poor,342782,No
S1815,Isha,Female,Yes,Average,1321728,No
S1816,Isha,Female,No,Good,747628,No
S1817,Kunal,Female,Yes,Good,1409137,No
S1818,Aryan,Female,No,Poor,770440,No
S1819,Shreya,Male,Yes,Good,1221913,Yes
S1820,Raj,Male,No,Average,764535,Yes
S1821,Tina,Male,No,Good,851039,Yes
S1822,Harsh,Female,No,Good,356572,No
S1823,Raj,Male,Yes,Average,716443,Yes
S1824,Vishal,Male,No,Good,336069,No
S1825,Vishal,Male,Yes,Good,1037550,No
S1826,Harsh,Male,No,Good,1112802,No
S1827,Tina,Male,Yes,Good,1082533,No
S1828,Tina,Female,Yes,Average,1229090,Yes
S1829,Ananya,Male,No,Good,1005591,No
S1830,Priya,Female,No,Average,687902,No
S1831,Soham,Female,No,Good,984659,Yes
S1832,Manav,Female,No,Good,1439291,Yes
S1833,Isha,Female,No,Good,1419369,Yes
S1834,Kiara,Female,Yes,Good,739717,No
S1835,Nikhil,Male,No,Average,1012494,Yes
S1836,Isha,Male,No,Average,935960,No
S1837,Kunal,Female,Yes,Average,702993,No
S1838,Tina,Female,No,Poor,1490897,Yes
S1839,Kiara,Female,No,Good,1369966,Yes
S1840,Nikhil,Male,Yes,Good,1368945,Yes
S1841,Isha,Female,No,Average,443953,No
S1842,Tina,Male,No,Poor,524872,No
S1843,Aryan,Female,No,Good,767543,No
S1844,Kiara,Male,Yes,Average,1193441,No
S1845,Manav,Female,No,Good,781127,No
S1846,Harsh,Male,Yes,Good,781363,No
S1847,Soham,Female,No,Average,1062922,Yes
S1848,Rahul,Male,Yes,Average,1225337,No
S1849,Shreya,Male,No,Good,1395589,Yes
S1850,Neha,Male,Yes,Good,941629,Yes
S1851,Aryan,Male,Yes,Average,1214217,Yes
S1852,Soham,Male,Yes,Good,1495402,Yes
S1853,Priya,Male,Yes,Good,931872,Yes
S1854,Manav,Male,Yes,Average,378113,No
S1855,Harsh,Female,Yes,Good,789847,No
S1856,Rahul,Female,No,Good,1383858,No
S1857,Kunal,Female,No,Poor,467809,No
S1858,Aman,Female,Yes,Average,586268,Yes
S1859,Tina,Female,Yes,Poor,695412,Yes
S1860,Vishal,Male,Yes,Poor,692515,Yes
S1861,Diya,Male,Yes,Poor,396651,No
S1862,Raj,Male,No,Good,385395,No
S1863,Neha,Male,Yes,Good,835633,No
S1864,Rahul,Male,No,Poor,1210976,No
S1865,Kunal,Female,No,Poor,665837,Yes
S1866,Kiara,Female,Yes,Poor,1433859,Yes
S1867,Rahul,Female,Yes,Good,1393060,No
S1868,Tina,Female,No,Poor,901802,No
S1869,Kunal,Male,No,Poor,1438711,Yes
S1870,Vishal,Male,Yes,Average,597915,Yes
S1871,Soham,Male,Yes,Average,488726,Yes
S1872,Aman,Female,Yes,Good,514223,Yes
S1873,Kunal,Male,No,Average,1196716,No
S1874,Diya,Female,No,Average,1465975,Yes
S1875,Nikhil,Male,Yes,Average,815609,Yes
S1876,Isha,Male,No,Good,1313071,Yes
S1877,Simran,Female,No,Average,998093,Yes
S1878,Tina,Male,Yes,Good,1477920,No
S1879,Kunal,Male,Yes,Poor,1491408,No
S1880,Raj,Female,No,Average,923538,No
S1881,Diya,Male,No,Good,587906,No
S1882,Isha,Female,Yes,Average,1484592,No
S1883,Ananya,Male,Yes,Poor,348825,No
S1884,Manav,Male,Yes,Good,313877,Yes
S1885,Aryan,Male,Yes,Good,723206,Yes
S1886,Isha,Male,Yes,Good,429065,Yes
S1887,Rahul,Male,No,Poor,932731,Yes
S1888,Vishal,Male,No,Poor,661756,No
S1889,Ananya,Male,No,Poor,417674,Yes
S1890,Aryan,Male,No,Good,1463650,No
S1891,Simran,Female,Yes,Poor,817257,Yes
S1892,Vishal,Female,Yes,Average,696474,Yes
S1893,Kunal,Male,Yes,Poor,331629,Yes
S1894,Isha,Male,No,Good,1255083,No
S1895,Raj,Female,No,Average,1102207,Yes
S1896,Soham,Male,No,Poor,989567,No
S1897,Neha,Male,Yes,Average,1327442,No
S1898,Manav,Female,No,Average,562199,Yes
S1899,Shreya,Male,Yes,Good,1073372,No
S1900,Ananya,Male,Yes,Average,1437273,No
S1901,Simran,Female,Yes,Average,988233,Yes
S1902,Ananya,Male,Yes,Good,1450081,Yes
S1903,Kiara,Male,Yes,Good,333734,Yes
S1904,Rahul,Female,Yes,Good,513299,Yes
S1905,Shreya,Male,No,Average,973882,Yes
S1906,Rahul,Female,Yes,Average,442728,Yes
S1907,Simran,Male,Yes,Average,971253,No
S1908,Neha,Male,No,Good,1102925,Yes
S1909,Shreya,Female,Yes,Poor,696848,Yes
S1910,Neha,Female,No,Average,920160,No
S1911,Simran,Male,No,Poor,1306152,Yes
S1912,Soham,Female,No,Good,623923,No
S1913,Rahul,Female,Yes,Average,993812,Yes
S1914,Neha,Male,Yes,Poor,1465179,Yes
S1915,Ananya,Male,No,Average,952168,No
S1916,Shreya,Male,Yes,Average,922696,Yes
S1917,Isha,Female,Yes,Average,1121247,No
S1918,Manav,Female,No,Poor,349297,Yes
S1919,Raj,Female,No,Good,360107,Yes
S1920,Harsh,Female,Yes,Average,644937,No
S1921,Priya,Male,No,Good,709898,Yes
S1922,Tina,Female,No,Good,592552,Yes
S1923,Priya,Male,No,Poor,964197,No
S1924,Shreya,Female,Yes,Poor,1495055,Yes
S1925,Soham,Male,Yes,Good,1441766,No
S1926,Priya,Male,Yes,Average,1076644,Yes
S1927,Shreya,Male,No,Poor,824658,No
S1928,Ananya,Female,Yes,Average,1086918,Yes
S1929,Rahul,Male,No,Average,850901,No
S1930,Priya,Male,Yes,Average,303196,No
S1931,Raj,Female,Yes,Good,1151271,Yes
S1932,Nikhil,Male,No,Average,806528,Yes
S1933,Ananya,Female,Yes,Good,870141,No
S1934,Manav,Female,No,Good,987635,Yes
S1935,Ananya,Male,Yes,Average,1158811,No
S1936,Shreya,Male,Yes,Average,1464650,Yes
S1937,Aryan,Female,No,Average,867497,Yes
S1938,Simran,Male,No,Average,1259991,No
S1939,Kiara,Female,No,Good,1056355,No
S1940,Ananya,Female,Yes,Average,924588,Yes
S1941,Kunal,Female,Yes,Average,357175,Yes
S1942,Aryan,Male,Yes,Good,1450127,Yes
S1943,Priya,Female,No,Poor,1105408,Yes
S1944,Shreya,Male,No,Poor,692761,Yes
S1945,Simran,Male,No,Good,881154,No
S1946,Neha,Male,Yes,Poor,417752,Yes
S1947,Diya,Male,Yes,Good,553564,Yes
S1948,Isha,Female,No,Average,593257,No
S1949,Aryan,Male,Yes,Average,465486,No
S1950,Kiara,Female,No,Poor,971502,No
S1951,Raj,Female,Yes,Average,1330114,Yes
S1952,Neha,Male,Yes,Poor,1070488,No
S1953,Vishal,Female,No,Poor,1425269,No
S1954,Neha,Female,Yes,Average,1383711,No
S1955,Vishal,Male,Yes,Average,765448,No
S1956,Aryan,Female,No,Poor,436262,Yes
S1957,Aman,Female,No,Average,304331,Yes
S1958,Rahul,Female,Yes,Good,512854,Yes
S1959,Isha,Female,No,Average,850049,No
S1960,Kiara,Male,Yes,Average,1089694,No
S1961,Simran,Female,No,Good,1268763,No
S1962,Rahul,Female,Yes,Average,1159004,No
S1963,Aman,Female,Yes,Average,1080080,No
S1964,Harsh,Female,No,Poor,484544,No
S1965,Manav,Male,Yes,Average,650002,Yes
S1966,Tina,Female,Yes,Average,1433243,Yes
S1967,Shreya,Male,No,Good,304677,No
S1968,Harsh,Female,No,Poor,504580,Yes
S1969,Soham,Male,Yes,Poor,430334,No
S1970,Tina,Male,No,Poor,663581,No
S1971,Simran,Male,No,Average,1268121,Yes
S1972,Kiara,Male,Yes,Poor,711811,No
S1973,Raj,Male,Yes,Good,899559,Yes
S1974,Rahul,Female,No,Poor,858745,No
S1975,Tina,Female,No,Good,866819,No
S1976,Diya,Female,No,Poor,504335,Yes
S1977,Simran,Male,Yes,Poor,766516,No
S1978,Rahul,Female,Yes,Good,494243,No
S1979,Priya,Male,Yes,Poor,557231,No
S1980,Kunal,Male,Yes,Poor,1073589,Yes
S1981,Diya,Female,Yes,Poor,917423,No
S1982,Vishal,Female,Yes,Average,890642,No
S1983,Harsh,Male,Yes,Good,937031,No
S1984,Rahul,Male,No,Poor,1068741,Yes
S1985,Neha,Female,No,Good,1216094,Yes
S1986,Neha,Female,Yes,Good,395057,Yes
S1987,Rahul,Female,Yes,Good,1386985,Yes
S1988,Kiara,Female,Yes,Poor,546889,Yes
S1989,Diya,Male,No,Poor,727686,No
S1990,Kiara,Female,Yes,Good,449457,Yes
S1991,Tina,Female,No,Average,623860,Yes
S1992,Neha,Female,No,Good,1175584,No
S1993,Aryan,Male,No,Average,1374958,Yes
S1994,Isha,Male,No,Good,376675,No
S1995,Diya,Male,No,Good,1315100,Yes
S1996,Aryan,Male,Yes,Good,846707,No
S1997,Diya,Female,Yes,Poor,1310825,No
S1998,Priya,Male,No,Average,381238,Yes
S1999,Diya,Female,Yes,Average,1342536,Yes
S2000,Rahul,Female,No,Good,574541,No
,,,,Average,768187,No
,,,,Good,1352246,No
,,,,Good,419675,Yes
,,,,Average,373997,Yes
,,,,Poor,348087,Yes
,,,,Poor,431390,No
,,,,Poor,340905,Yes
,,,,Good,670040,No
,,,,Average,726188,No
,,,,Good,711877,No
,,,,Poor,451435,No
,,,,Good,966088,No
,,,,Good,667491,No
,,,,Poor,390135,Yes
,,,,Poor,333715,Yes
,,,,Poor,502929,No
,,,,Poor,480825,No
,,,,Average,743242,No
,,,,Average,666008,No
,,,,Poor,509443,No
,,,,Average,317073,Yes
,,,,Poor,564448,No
,,,,Poor,230682,Yes
,,,,Average,528870,No
,,,,Average,527966,No
,,,,Good,515359,Yes
,,,,Poor,266707,Yes
,,,,Average,551351,No
,,,,Average,770670,No
,,,,Poor,438511,No
,,,,Average,535718,No
,,,,Poor,265428,Yes
,,,,Poor,250601,Yes
,,,,Good,1394969,No
,,,,Good,895479,No
,,,,Good,651924,No
,,,,Poor,459153,No
,,,,Poor,490372,No
,,,,Good,649430,No
,,,,Average,727737,No
,,,,Poor,322788,Yes
,,,,Average,397239,Yes
,,,,Poor,226928,Yes
,,,,Good,680466,No
,,,,Poor,550040,No
,,,,Average,362292,Yes
,,,,Poor,229055,Yes
,,,,Average,605035,No
,,,,Average,381912,Yes
,,,,Poor,337660,Yes
,,,,Good,668448,No
,,,,Good,1341763,No
,,,,Good,491006,Yes
,,,,Good,529350,Yes
,,,,Average,464437,Yes
,,,,Good,1205878,No
,,,,Poor,464480,No
,,,,Poor,524176,No
,,,,Poor,406487,No
,,,,Poor,297852,Yes
,,,,Average,792092,No
,,,,Poor,338593,Yes
,,,,Good,1127067,No
,,,,Average,454553,Yes
,,,,Poor,480618,No
,,,,Average,477832,Yes
,,,,Poor,517862,No
,,,,Good,445232,Yes
,,,,Poor,548688,No
,,,,Good,860385,No
,,,,Good,1183301,No
,,,,Poor,512813,No
,,,,Poor,409093,No
,,,,Good,1426657,No
,,,,Good,1461716,No
,,,,Good,938645,No
,,,,Good,730817,No
,,,,Poor,321673,Yes
,,,,Average,365633,Yes
,,,,Poor,408015,No
,,,,Good,1020399,No
,,,,Average,640402,No
,,,,Average,706140,No
,,,,Poor,269286,Yes
,,,,Poor,293269,Yes
,,,,Poor,458635,No
,,,,Good,913317,No
,,,,Average,330651,Yes
,,,,Good,470202,Yes
,,,,Average,348777,Yes
,,,,Poor,348066,Yes
,,,,Good,1253695,No
,,,,Good,590706,Yes
,,,,Average,400158,Yes
,,,,Good,1197232,No
,,,,Average,599967,No
,,,,Average,539647,No
,,,,Average,626022,No
,,,,Poor,480852,No
,,,,Poor,343891,Yes
,,,,Poor,405977,No
,,,,Average,363870,Yes
,,,,Poor,209283,Yes
,,,,Average,461645,Yes
,,,,Good,1265139,No
,,,,Poor,205774,Yes
,,,,Average,503127,No
,,,,Good,1204565,No
,,,,Poor,200781,Yes
,,,,Poor,314586,Yes
,,,,Poor,489768,No
,,,,Poor,206823,Yes
,,,,Good,942777,No
,,,,Good,1436059,No
,,,,Average,471033,Yes
,,,,Good,675709,No
,,,,Good,574023,Yes
,,,,Poor,553323,No
,,,,Good,947936,No
,,,,Average,743945,No
,,,,Good,1490547,No
,,,,Good,418658,Yes
,,,,Poor,221253,Yes
,,,,Poor,379635,Yes
,,,,Poor,357462,Yes
,,,,Average,650808,No
,,,,Good,610097,No
,,,,Good,1028138,No
,,,,Poor,337924,Yes
,,,,Average,526058,No
,,,,Average,433623,Yes
,,,,Poor,534091,No
,,,,Poor,261001,Yes
,,,,Average,480231,Yes
,,,,Good,522775,Yes
,,,,Poor,233243,Yes
,,,,Average,452872,Yes
,,,,Good,719972,No
,,,,Average,561716,No
,,,,Good,668854,No
,,,,Good,814600,No
,,,,Poor,371918,Yes
,,,,Average,519055,No
,,,,Poor,500135,No
,,,,Poor,410129,No
,,,,Poor,547589,No
,,,,Average,508139,No
,,,,Average,380257,Yes
,,,,Poor,499855,No
,,,,Poor,206530,Yes
,,,,Good,1317786,No
,,,,Poor,410545,No
,,,,Poor,332970,Yes
,,,,Average,304135,Yes
,,,,Good,1324133,No
,,,,Poor,571616,No
,,,,Good,1175158,No
,,,,Good,1013375,No
,,,,Poor,396103,Yes
,,,,Good,1316383,No
,,,,Average,579215,No
,,,,Average,320074,Yes
,,,,Average,521796,No
,,,,Average,367843,Yes
,,,,Poor,239901,Yes
,,,,Good,673349,No
,,,,Poor,586805,No
,,,,Poor,468050,No
,,,,Poor,595807,No
,,,,Average,687720,No
,,,,Good,978688,No
,,,,Poor,356222,Yes
,,,,Average,331852,Yes
,,,,Poor,514900,No
,,,,Average,677501,No
,,,,Poor,319052,Yes
,,,,Good,433691,Yes
,,,,Average,694341,No
,,,,Good,1446238,No
,,,,Poor,226170,Yes
,,,,Average,308438,Yes
,,,,Poor,482239,No
,,,,Good,1196184,No
,,,,Good,639968,No
,,,,Poor,488963,No
,,,,Average,795384,No
,,,,Good,1278483,No
,,,,Average,455289,Yes
,,,,Average,561501,No
,,,,Poor,419780,No
,,,,Poor,495138,No
,,,,Good,842632,No
,,,,Good,1327091,No
,,,,Average,395665,Yes
,,,,Average,431717,Yes
,,,,Average,462002,Yes
,,,,Good,812104,No
,,,,Good,708449,No
,,,,Good,933634,No
,,,,Good,1461339,No
,,,,Average,490237,Yes
,,,,Poor,438553,No
,,,,Poor,531759,No
,,,,Good,829332,No
,,,,Average,420987,Yes
,,,,Poor,416823,No
,,,,Poor,291353,Yes
,,,,Average,521373,No
,,,,Poor,557792,No
,,,,Poor,225556,Yes
,,,,Average,621186,No
,,,,Good,771233,No
,,,,Average,476168,Yes
,,,,Poor,403058,No
,,,,Good,1068590,No
,,,,Poor,402041,No
,,,,Poor,233866,Yes
,,,,Good,835071,No
,,,,Average,643701,No
,,,,Good,996804,No
,,,,Average,486987,Yes
,,,,Average,711274,No
,,,,Poor,494746,No
,,,,Average,767874,No
,,,,Poor,389139,Yes
,,,,Poor,358588,Yes
,,,,Good,523950,Yes
,,,,Average,629638,No
,,,,Good,1000517,No
,,,,Average,404648,Yes
,,,,Good,438547,Yes
,,,,Average,328795,Yes
,,,,Average,486368,Yes
,,,,Average,321447,Yes
,,,,Poor,367670,Yes
,,,,Good,606402,No
,,,,Poor,452419,No
,,,,Poor,429817,No
,,,,Average,650104,No
,,,,Poor,525422,No
,,,,Good,979365,No
,,,,Good,512782,Yes
,,,,Good,1439550,No
,,,,Average,402932,Yes
,,,,Poor,572013,No
,,,,Good,875595,No
,,,,Average,717168,No
,,,,Good,450939,Yes
,,,,Good,541521,Yes
,,,,Good,1273093,No
,,,,Poor,535098,No
,,,,Average,584890,No
,,,,Good,983098,No
,,,,Poor,318362,Yes
,,,,Poor,346295,Yes
,,,,Average,765453,No
,,,,Good,1121037,No
,,,,Good,526498,Yes
,,,,Average,477810,Yes
,,,,Poor,212109,Yes
,,,,Average,584154,No
,,,,Good,1195219,No
,,,,Poor,439472,No
,,,,Average,439544,Yes
,,,,Good,646183,No
,,,,Good,1078743,No
,,,,Good,863001,No
,,,,Good,1483094,No
,,,,Average,353909,Yes
,,,,Poor,480495,No
,,,,Good,1124984,No
,,,,Good,1370834,No
,,,,Good,915693,No
,,,,Good,939570,No
,,,,Average,778082,No
,,,,Average,539017,No
,,,,Good,814994,No
,,,,Average,717480,No
,,,,Good,852891,No
,,,,Good,1476941,No
,,,,Good,865982,No
,,,,Average,741416,No
,,,,Average,573146,No
,,,,Poor,476091,No
,,,,Average,510294,No
,,,,Poor,556984,No
,,,,Average,416219,Yes
,,,,Average,640754,No
,,,,Poor,514286,No
,,,,Average,356307,Yes
,,,,Poor,335565,Yes
,,,,Poor,455095,No
,,,,Good,712229,No
,,,,Average,334228,Yes
,,,,Poor,410748,No
,,,,Average,745091,No
,,,,Good,967760,No
,,,,Poor,511581,No
,,,,Average,742632,No
,,,,Poor,521855,No
,,,,Poor,337888,Yes
,,,,Average,377175,Yes
,,,,Average,364307,Yes
,,,,Average,608877,No
,,,,Good,1314634,No
,,,,Good,495028,Yes
,,,,Average,442312,Yes
,,,,Poor,292493,Yes
,,,,Good,525149,Yes
,,,,Poor,429416,No
,,,,Average,502435,No
,,,,Poor,363834,Yes
,,,,Poor,470403,No
,,,,Good,1315207,No
,,,,Good,717013,No
,,,,Good,1313320,No
,,,,Average,363095,Yes
,,,,Poor,317886,Yes
,,,,Poor,533054,No
,,,,Poor,485711,No
,,,,Average,335292,Yes
,,,,Good,1021424,No
,,,,Average,351631,Yes
,,,,Poor,209885,Yes
,,,,Good,1252746,No
,,,,Good,822381,No
,,,,Average,752145,No
,,,,Average,760244,No
,,,,Average,658142,No
,,,,Poor,249812,Yes
,,,,Average,481572,Yes
,,,,Good,444900,Yes
,,,,Poor,478432,No
,,,,Poor,272692,Yes
,,,,Poor,547580,No
,,,,Poor,427208,No
,,,,Good,1494979,No
,,,,Good,1195600,No
,,,,Average,779713,No
,,,,Poor,512023,No
,,,,Average,359871,Yes
,,,,Average,782604,No
,,,,Poor,232174,Yes
,,,,Average,530823,No
,,,,Average,523563,No
,,,,Average,437653,Yes
,,,,Average,410155,Yes
,,,,Poor,533997,No
,,,,Average,626190,No
,,,,Average,611822,No
,,,,Average,588793,No
,,,,Good,488668,Yes
,,,,Average,513397,No
,,,,Poor,345639,Yes
,,,,Poor,552050,No
,,,,Average,539141,No
,,,,Poor,296019,Yes
,,,,Average,755160,No
,,,,Good,953091,No
,,,,Average,449302,Yes
,,,,Average,448934,Yes
,,,,Average,736571,No
,,,,Average,724475,No
,,,,Average,530147,No
,,,,Good,1404949,No
,,,,Average,330795,Yes
,,,,Good,670914,No
,,,,Good,762455,No
,,,,Poor,479713,No
,,,,Poor,473334,No
,,,,Poor,524968,No
,,,,Poor,373824,Yes
,,,,Poor,363399,Yes
,,,,Good,1403429,No
,,,,Poor,240197,Yes
,,,,Poor,202261,Yes
,,,,Good,557584,Yes
,,,,Poor,599932,No
,,,,Good,691077,No
,,,,Poor,335450,Yes
,,,,Poor,240583,Yes
,,,,Good,774226,No
,,,,Average,647515,No
,,,,Good,861552,No
,,,,Good,473869,Yes
,,,,Good,1269807,No
,,,,Poor,387116,Yes
,,,,Poor,394387,Yes
,,,,Good,602416,No
,,,,Good,978533,No
,,,,Good,967344,No
,,,,Average,710925,No
,,,,Average,550736,No
,,,,Good,830634,No
,,,,Average,525683,No
,,,,Good,896507,No
,,,,Good,1431008,No
,,,,Average,796217,No
,,,,Good,665972,No
,,,,Good,1465663,No
,,,,Poor,493481,No
,,,,Good,536554,Yes
,,,,Average,627477,No
,,,,Good,885757,No
,,,,Poor,382024,Yes
,,,,Good,1167524,No
,,,,Average,370448,Yes
,,,,Poor,204648,Yes
,,,,Good,695767,No
,,,,Poor,235634,Yes
,,,,Poor,576742,No
,,,,Good,711478,No
,,,,Good,1255080,No
,,,,Average,322054,Yes
,,,,Average,370028,Yes
,,,,Average,322207,Yes
,,,,Poor,430893,No
,,,,Poor,281554,Yes
,,,,Good,1007564,No
,,,,Good,1377022,No
,,,,Good,1108140,No
,,,,Good,592512,Yes
,,,,Poor,523179,No
,,,,Average,308210,Yes
,,,,Poor,244363,Yes
,,,,Average,542247,No
,,,,Average,378279,Yes
,,,,Good,591420,Yes
,,,,Average,486356,Yes
,,,,Poor,403196,No
,,,,Poor,399919,Yes
,,,,Good,657324,No
,,,,Average,495161,Yes
,,,,Poor,430363,No
,,,,Poor,334393,Yes
,,,,Good,1267780,No
,,,,Poor,575960,No
,,,,Good,1134042,No
,,,,Good,1047341,No
,,,,Poor,383965,Yes
,,,,Poor,366892,Yes
,,,,Good,534832,Yes
,,,,Average,453262,Yes
,,,,Average,367411,Yes
,,,,Good,685521,No
,,,,Good,1387073,No
,,,,Good,1486787,No
,,,,Good,613981,No
,,,,Average,565888,No
,,,,Poor,456638,No
,,,,Good,687139,No
,,,,Average,448049,Yes
,,,,Average,529010,No
,,,,Good,958830,No
,,,,Poor,210651,Yes
,,,,Average,399239,Yes
,,,,Poor,541075,No
,,,,Average,526416,No
,,,,Poor,564256,No
,,,,Poor,478859,No
,,,,Poor,355378,Yes
,,,,Average,450158,Yes
,,,,Good,733569,No
,,,,Average,796574,No
,,,,Good,829852,No
,,,,Average,648264,No
,,,,Poor,577033,No
,,,,Good,844865,No
,,,,Poor,341130,Yes
,,,,Good,655948,No
,,,,Poor,536781,No
,,,,Good,1256626,No
,,,,Poor,539061,No
,,,,Good,464200,Yes
,,,,Average,405848,Yes
,,,,Good,506022,Yes
,,,,Poor,377691,Yes
,,,,Average,710370,No
,,,,Good,1180741,No
,,,,Average,622202,No
,,,,Average,362068,Yes
,,,,Good,870529,No
,,,,Average,662076,No
,,,,Average,461445,Yes
,,,,Average,464226,Yes
,,,,Good,624605,No
,,,,Poor,403047,No
,,,,Poor,484929,No
,,,,Good,649768,No
,,,,Good,1084029,No
,,,,Average,394475,Yes
,,,,Average,302282,Yes
,,,,Poor,365696,Yes
,,,,Poor,379510,Yes
,,,,Average,520972,No
,,,,Average,629678,No
,,,,Average,462777,Yes
,,,,Poor,537108,No
,,,,Good,608944,No
,,,,Good,1392382,No
,,,,Good,1128342,No
,,,,Average,612727,No
,,,,Poor,500536,No
,,,,Good,407461,Yes
,,,,Good,1196948,No
,,,,Poor,348586,Yes
,,,,Good,1446161,No
,,,,Good,783395,No
,,,,Good,894178,No
,,,,Good,631496,No
,,,,Average,467860,Yes
,,,,Average,506821,No
,,,,Good,960315,No
,,,,Good,1279979,No
,,,,Poor,373921,Yes
,,,,Poor,562271,No
,,,,Average,448930,Yes
,,,,Good,1003291,No
,,,,Good,1107755,No
,,,,Poor,239758,Yes
,,,,Average,616456,No
,,,,Average,630814,No
,,,,Good,1434262,No
,,,,Good,482279,Yes
,,,,Good,415434,Yes
,,,,Average,495119,Yes
,,,,Average,740991,No
,,,,Poor,537913,No
,,,,Poor,445754,No
,,,,Good,728821,No
,,,,Good,483555,Yes
,,,,Good,576806,Yes
,,,,Good,833819,No
,,,,Average,769924,No
,,,,Good,1399430,No
,,,,Good,468803,Yes
,,,,Good,1207744,No
,,,,Poor,424448,No
,,,,Average,777742,No
,,,,Poor,375251,Yes
,,,,Good,645404,No
,,,,Average,417961,Yes
,,,,Poor,502523,No
,,,,Good,417297,Yes
,,,,Average,564155,No
,,,,Average,420234,Yes
,,,,Poor,244014,Yes
,,,,Good,1329242,No
,,,,Average,656477,No
